sample_id,augmentation,property,original_pred,aug_pred,abs_diff
1559560345,rotate_90,Tg,32.23706952066725,46.59765131384863,14.360581793181382
1559560345,rotate_90,Density,1.1478979883459295,1.0788452275945777,0.0690527607513518
1559560345,rotate_90,FFV,0.35785007242314587,0.36339188149558305,0.005541809072437176
1559560345,rotate_90,Tc,0.13764566327393676,0.17444476694743136,0.03679910367349459
1559560345,rotate_90,Rg,13.992071157986905,17.349377299547896,3.3573061415609917
1559560345,rotate_180,Tg,32.23706952066725,20.159475454643772,12.077594066023476
1559560345,rotate_180,Density,1.1478979883459295,1.0894710222149346,0.05842696613099485
1559560345,rotate_180,FFV,0.35785007242314587,0.3621029471385443,0.004252874715398425
1559560345,rotate_180,Tc,0.13764566327393676,0.13905157531846046,0.0014059120445236994
1559560345,rotate_180,Rg,13.992071157986905,13.929881574422357,0.062189583564547846
1559560345,rotate_270,Tg,32.23706952066725,46.6939042128833,14.456834692216049
1559560345,rotate_270,Density,1.1478979883459295,1.085346034145407,0.0625519542005224
1559560345,rotate_270,FFV,0.35785007242314587,0.36115233097220995,0.0033022585490640743
1559560345,rotate_270,Tc,0.13764566327393676,0.20767072909427914,0.07002506582034237
1559560345,rotate_270,Rg,13.992071157986905,17.988286057949065,3.99621489996216
1559560345,flip_horizontal,Tg,32.23706952066725,40.38798023501916,8.150910714351909
1559560345,flip_horizontal,Density,1.1478979883459295,1.120967888960579,0.026930099385350514
1559560345,flip_horizontal,FFV,0.35785007242314587,0.355811143361186,0.002038929061959849
1559560345,flip_horizontal,Tc,0.13764566327393676,0.14222652022133558,0.00458085694739882
1559560345,flip_horizontal,Rg,13.992071157986905,14.192027297064715,0.19995613907781085
1559560345,flip_vertical,Tg,32.23706952066725,16.011946491917897,16.22512302874935
1559560345,flip_vertical,Density,1.1478979883459295,1.0960870662065876,0.05181092213934191
1559560345,flip_vertical,FFV,0.35785007242314587,0.36326476587563156,0.005414693452485686
1559560345,flip_vertical,Tc,0.13764566327393676,0.13925910695274232,0.0016134436788055595
1559560345,flip_vertical,Rg,13.992071157986905,13.901682456527027,0.09038870145987765
1245265865,rotate_90,Tg,172.06786654538865,163.82133255043777,8.24653399495088
1245265865,rotate_90,Density,0.9884554029610408,1.0426283039234072,0.05417290096236638
1245265865,rotate_90,FFV,0.38626036374176304,0.372688493113971,0.013571870627792026
1245265865,rotate_90,Tc,0.21701157834126597,0.21333531668034453,0.0036762616609214427
1245265865,rotate_90,Rg,15.391603465181174,17.800222204041795,2.4086187388606213
